lk,jrk,ID,takte,eeltakt,mõõt,maakond,Aasta,,kogujad,viide,SX,tekst,Attn,kogujad,maakond,maakond,kogujad,kogutud viise,taktimõõdud,,,tekst
278,1945,1945-r,3,,2/4 2/4 3/4,,,,,,,,,,1945. ,,,1365,,,,
,1946,1946-r,3,,2/4 2/4 3/4,Tartu,,,,,,,,,1946. Tartu,,,1365,,,,
,1947,1947-r,6,,2/4 3/4 2/4 2/4 3/4 2/4,Vastseliina,,,,,,,,,1947. Vastseliina,,,1365,,,,
,1948,1948-r,6,,2/4 2/4 3/4 2/4 2/4 3/4,Meekseküla,1877,,,,,,,,"1948. Meekseküla, 1877",,,1365,,,,
,1949,1949-r,6,,2/4 5/8 3/4 2/4 2/4 3/4,Tõstamaa,,,,,,,,,1949. Tõstamaa,,,1365,,,,
279,1950,1950-r,6,,2/4 2/4 3/4 2/4 2/4 3/4,Räpina,,,,,,,,,1950. Räpina,,,1365,,,,
,1951,1951-r,8,,2/4 2/4 2/4 3/8 2/4 2/4 2/4 3/8,Puugnitsa,1877,,,,,,,,"1951. Puugnitsa, 1877",,,1365,,,,
,1952,1952-r,6,,3/4 2/4 2/4 3/4 2/4 2/4,Rõuge,,,,,,,,,1952. Rõuge,,,1365,,,,
,1953,1953-r,6,,2/4 2/4 3/4 2/4 2/4 3/4,Vastseliina,1877,,,,,,,,"1953. Vastseliina, 1877",,,1365,,,,
,1954,1954-r,6,,2/4 2/4 3/4 3/4 3/4 3/4,Meekseküla,1877,,,,,,,,"1954. Meekseküla, 1877",,,1365,,,,
280,1955,1955-r,6,,2/4 2/4 3/4 2/4 2/4 3/4,Setumaa,,,,,,,,,1955. Setumaa,,,1365,,,,
,1956,1956-r,3,,3/4,Kursi ja Võnnu,,,,,,,,,1956. Kursi ja Võnnu,,,1365,,,,
,1957,1957-r,6,,3/4,Karksi,,,,,,,,,1957. Karksi,,,1365,,,,
,1958,1958-r,3,,3/4,Harju-Jaani,,,,,,,,,1958. Harju-Jaani,,,1365,,,,
,1959,1959-r,6,,3/4,Saarde,,,,,,,,,1959. Saarde,,,1365,,,,
281,1960,1960-r,6,,3/4,Paistu,1877,,,,,,,,"1960. Paistu, 1877",,,1365,,,,
282,1961,1961-r,8,,3/4 3/4 2/4 2/4 3/4 3/4 2/4 2/4,,,,,,,,,,1961. ,,,1365,,,,
,1962,1962-r,4,,9/8 9/8 6/8 6/8,Saaremaa,,,,,,,,,1962. Saaremaa,,,1365,,,,
,1963,1963-r,8,,2/4,Kuusalu,,,,,,,,,1963. Kuusalu,,,1365,,,,
283,1964,1964-r,8,,2/4,Setumaa,,,,,,,,,1964. Setumaa,,,1365,,,,
,1965,1965-r,8,,2/4,Rõngu,,,,,,,,,1965. Rõngu,,,1365,,,,
,1966,1966-r,4,,2/4,Pöide,,,,,,,,,1966. Pöide,,,1365,,,,
,1967,1967-r,4,,2/4,Rakvere,1877,,,,,,,,"1967. Rakvere, 1877",,,1365,,,,
,1968,1968-r,4,,2/4,Pärnu ja Häädemeeste,,,,,,,,,1968. Pärnu ja Häädemeeste,,,1365,,,,
,1969,1969-r,8,,2/4,Halliste,,,,,,,,,1969. Halliste,,,1365,,,,
284,1970,1970-r,8,,2/4,Rapla,1888,,,,,,,,"1970. Rapla, 1888",,,1365,,,,
,1971,1971-r,8,,2/4,Rõuge,1881,,,,,,,,"1971. Rõuge, 1881",,,1365,,,,
,1972,1972-r,8,,2/4,Maarja-Magdaleena,,,,,,,,,1972. Maarja-Magdaleena,,,1365,,,,
,1973,1973-r,8,,2/4,Vändra,,,,,,,,,1973. Vändra,,,1365,,,,
285,1974,1974-r,4,,2/4,Alatskivi,,,,,,,,,1974. Alatskivi,,,1365,,,,
,1975,1975-r,8,,2/4,Vastseliina,,,,,,,,,1975. Vastseliina,,,1365,,,,
,1976,1976-r,8,,2/4,,,,,,,,,,1976. ,,,1365,,,,
,1977,1977-r,8,1/8,2/4,Karula,1877,,,,,,,,"1977. Karula, 1877",,,1365,,,,
286,1978,1978-r,4,,2/4,Narva,,,,,,,,,1978. Narva,,,1365,,,,
,1979,1979-r,10,,3/8 2/8 3/8 3/8 2/8 3/8 2/4 2/4 2/4 2/4,Paistu,,,,,,,,,1979. Paistu,,,1365,,,,
,1980,1980-r,8,,2/4 2/4 5/8 2/4 5/8 5/8 5/8 5/8,Otepää,,,,,,,,,1980. Otepää,,,1365,,,,
,1981,1981-r,4,,2/4,,,,,,,,,,1981. ,,,1365,,,,
,1982,1982-r,8,,2/4,Maarja-Magdaleena,,,,,,,,,1982. Maarja-Magdaleena,,,1365,,,,
287,1983,1983-r,8,,2/4,Rõuge,1905,,,,,,,,"1983. Rõuge, 1905",,,1365,,,,
,1984,1984-r,8,,2/4,Paistu,,,,,,,,,1984. Paistu,,,1365,,,,
,1985,1985-r,8,,2/4,Alatskivi,,,,,,,,,1985. Alatskivi,,,1365,,,,
,1986,1986-r,4,,2/4,Vändra,,,,,,,,,1986. Vändra,,,1365,,,,
,1987,1987-r,4,,2/4,Pärnu,,,,,,,,,1987. Pärnu,,,1365,,,,
288,1988,1988-r,8,,2/4,Rõuge,1909,,,,,,,,"1988. Rõuge, 1909",,,1365,,,,
,1989,1989-r,4,,2/4,Kodavere,,,,,,,,,1989. Kodavere,,,1365,,,,
,1990,1990-r,8,,2/4,Rõngu,,,,,,,,,1990. Rõngu,,,1365,,,,
,1991,1991-r,4,,2/4,Maarja-Magdaleena,,,,,,,,,1991. Maarja-Magdaleena,,,1365,,,,
,1992,1992-r,4,,2/4,Maarja-Magdaleena,,,,,,,,,1992. Maarja-Magdaleena,,,1365,,,,
,1993,1993-r,4,,2/4,Kodavere,,,,,,,,,1993. Kodavere,,,1365,,,,
289,1994,1994-r,8,,2/4,Rõuge,,,,,,,,,1994. Rõuge,,,1365,,,,
,1995,1995-r,8,,2/4,Krimmi,,,,,,,,,1995. Krimmi,,,1365,,,,
,1996,1996-r,8,,2/4,,,,,,,,,,1996. ,,,1365,,,,
,1997,1997-r,8,,2/4,Vändra,,,,,,,,,1997. Vändra,,,1365,,,,
290,1998,1998-r,4,,2/4,Puhja,,,,,,,,,1998. Puhja,,,1365,,,,
,1999,1999-r,8,,2/4,Otepää,,,,,,,,,1999. Otepää,,,1365,,,,
,2000,2000-r,4,,2/4,Simuna,,,,,,,,,2000. Simuna,,,1365,,,,
,2001,2001-r,4,,2/4,Rõngu,,,,,,,,,2001. Rõngu,,,1365,,,,
,2002,2002-r,8,,2/4,Rõngu,,,,,,,,,2002. Rõngu,,,1365,,,,
,2003,2003-r,8,,2/4 2/4 2/4 2/4 5/8 2/4 5/8 2/4,Otepää,,,,,,,,,2003. Otepää,,,1365,,,,
291,2004,2004-r,4,,2/4,Vändra,,,,,,,,,2004. Vändra,,,1365,,,,
,2005,2005-r,8,,2/4,Ridala,,,,,,,,,2005. Ridala,,,1365,,,,
,2006,2006-r,8,,2/4,Võrumaa,,,,,,,,,2006. Võrumaa,,,1365,,,,
,2007,2007-r,8,,2/4,Järvamaa,,,,,,,,,2007. Järvamaa,,,1365,,,,
292,2008,2008-r,8,,2/4,Rõuge,,,,,,,,,2008. Rõuge,,,1365,,,,
,2009,2009-r,8,,2/4,Koeru,,,,,,,,,2009. Koeru,,,1365,,,,
,2010,2010-r,8,,2/4,Maarja-Magdaleena,,,,,,,,,2010. Maarja-Magdaleena,,,1365,,,,
,2011,2011-r,8,1/8,2/4,Ambla,,,,,,,,,2011. Ambla,,,1365,,,,
293,2012,2012-r,8,,2/4,,,,,,,,,,2012. ,,,1365,,,,
,2013,2013-r,8,,2/4,Tartu-Maarja,,,,,,,,,2013. Tartu-Maarja,,,1365,,,,
,2014,2014-r,8,,2/4,Jõhvi,,,,,,,,,2014. Jõhvi,,,1365,,,,
,2015,2015-r,8,,2/4,Otepää,,,,,,,,,2015. Otepää,,,1365,,,,
294,2016,2016-r,6,,2/4,Simititsa,,,,,,,,,2016. Simititsa,,,1365,,,,
,2017,2017-r,8,,2/4,Sangaste,1889,,,,,,,,"2017. Sangaste, 1889",,,1365,,,,
,2018,2018-r,8,,2/4,Suure-Jaani,,,,,,,,,2018. Suure-Jaani,,,1365,,,,
,2019,2019-r,8,,2/4,,,,,,,,,,2019. ,,,1365,,,,
295,2020,2020-r,8,,2/4,Karksi,1877,,,,,,,,"2020. Karksi, 1877",,,1365,,,,
,2021,2021-r,8,,2/4,Vastseliina,,,,,,,,,2021. Vastseliina,,,1365,,,,
,2022,2022-r,8,,2/4,Viljandi,,,,,,,,,2022. Viljandi,,,1365,,,,
,2023,2023-r,8,,2/4,Tarvastu,,,,,,,,,2023. Tarvastu,,,1365,,,,
296,2024,2024-r,12,,2/4,Pärnu ja Häädemeeste,,,,,,,,,2024. Pärnu ja Häädemeeste,,,1365,,,,
,2025,2025-r,7,,2/4 2/4 2/4 2/4 2/4 2/4 3/4,Torma,,,,,,,,,2025. Torma,,,1365,,,,
,2026,2026-r,8,,2/4,Torma,,,,,,,,,2026. Torma,,,1365,,,,
,2027,2027-r,8,,2/4,Otepää,1867,,,,,,,,"2027. Otepää, 1867",,,1365,,,,
297,2028,2028-r,8,,2/4,Simititsa,,,,,,,,,2028. Simititsa,,,1365,,,,
,2029,2029-r,8,,2/4,Haljala,,,,,,,,,2029. Haljala,,,1365,,,,
,2030,2030-r,4,,2/4,Haljala,,,,,,,,,2030. Haljala,,,1365,,,,
,2031,2031-r,8,,2/4,Rannu,,,,,,,,,2031. Rannu,,,1365,,,,
,2032,2032-r,5,,2/4,,,,,,,,,,2032. ,,,1365,,,,
298,2033,2033-r,4,,2/4,Meekseküla,1877,,,,,,,,"2033. Meekseküla, 1877",,,1365,,,,
,2034,2034-r,8,,2/4,Kursi ja Võnnu,,,,,,,,,2034. Kursi ja Võnnu,,,1365,,,,
,2035,2035-r,8,,2/4,,,,,,,,,,2035. ,,,1365,,,,
,2036,2036-r,8,,2/4,Jüri,,,,,,,,,2036. Jüri,,,1365,,,,
,2037,2037-r,8,,2/4,Simuna,,,,,,,,,2037. Simuna,,,1365,,,,
299,2038,2038-r,8,,2/4,Räpina,,,,,,,,,2038. Räpina,,,1365,,,,
,2039,2039-r,8,,2/4,,,,,,,,,,2039. ,,,1365,,,,
,2040,2040-r,4,,2/4,Simititsa,,,,,,,,,2040. Simititsa,,,1365,,,,
,2041,2041-r,5,,2/4,Pilistvere,,,,,,,,,2041. Pilistvere,,,1365,,,,
300,2042,2042-r,9,,2/4,Räpina,,,,,,,,,2042. Räpina,,,1365,,,,
,2043,2043-r,8,,2/4,Koeru ja Järva-Jaani,,,,,,,,,2043. Koeru ja Järva-Jaani,,,1365,,,,
,2044,2044-r,8,,2/4,Narva,,,,,,,,,2044. Narva,,,1365,,,,
,2045,2045-r,7,,2/4,Põltsamaa,,,,,,,,,2045. Põltsamaa,,,1365,,,,
301,2046,2046-r,10,,2/4,Kursi ja Võnnu,,,,,,,,,2046. Kursi ja Võnnu,,,1365,,,,
,2047,2047-r,8,,2/4,Hargla,,,,,,,,,2047. Hargla,,,1365,,,,
,2048,2048-r,8,,2/4,Rõngu,,,,,,,,,2048. Rõngu,,,1365,,,,
,2049,2049-r,8,,2/4,Kambja,,,,,,,,,2049. Kambja,,,1365,,,,
302,2050,2050-r,4,,2/4,Pärnu ja Häädemeeste,,,,,,,,,2050. Pärnu ja Häädemeeste,,,1365,,,,
,2051,2051-r,8,,2/4,Tarvastu,,,,,,,,,2051. Tarvastu,,,1365,,,,
,2052,2052-r,8,,2/4,Alatskivi,,,,,,,,,2052. Alatskivi,,,1365,,,,
,2053,2053-r,8,,2/4,Sangaste,1869,,,,,,,,"2053. Sangaste, 1869",,,1365,,,,
303,2054,2054-r,8,,2/4,Rõngu,,,,,,,,,2054. Rõngu,,,1365,,,,
,2055,2055-r,12,,2/4,Rõuge,,,,,,,,,2055. Rõuge,,,1365,,,,
,2056,2056-r,8,1/8,2/4,Jõhvi,,,,,,,,,2056. Jõhvi,,,1365,,,,
304,2057,2057-r,8,,2/4,Põltsamaa,,,,,,,,,2057. Põltsamaa,,,1365,,,,
,2058,2058-r,8,,2/4,Saarde,,,,,,,,,2058. Saarde,,,1365,,,,
,2059,2059-r,4,,2/4,Vändra,,,,,,,,,2059. Vändra,,,1365,,,,
,2060,2060-r,8,,2/4,Juuru,,,,,,,,,2060. Juuru,,,1365,,,,
305,2061,2061-r,8,,2/4,Rakvere,,,,,,,,,2061. Rakvere,,,1365,,,,
,2062,2062-r,8,,3/4 2/4 2/4 2/4 3/4 2/4 2/4 2/4,Juuru,,,,,,,,,2062. Juuru,,,1365,,,,
,2063,2063-r,8,,2/4,Rapla,1888,,,,,,,,"2063. Rapla, 1888",,,1365,,,,
,2064,2064-r,8,,2/4,,,,,,,,,,2064. ,,,1365,,,,
306,2065,2065-r,8,,2/4,Simuna,,,,,,,,,2065. Simuna,,,1365,,,,
,2066,2066-r,8,,2/4,Tarvastu,,,,,,,,,2066. Tarvastu,,,1365,,,,
,2067,2067-r,8,,2/4,Rõuge,1909,,,,,,,,"2067. Rõuge, 1909",,,1365,,,,
,2068,2068-r,8,,2/4,Hargla,,,,,,,,,2068. Hargla,,,1365,,,,
307,2069,2069-r,6,,2/4,Pöide,,,,,,,,,2069. Pöide,,,1365,,,,
,2070,2070-r,4,,2/4,Türi,,,,,,,,,2070. Türi,,,1365,,,,
,2071,2071-r,4,,2/4,Türi,,,,,,,,,2071. Türi,,,1365,,,,
,2072,2072-r,8,,2/4,Kuusalu,,,,,,,,,2072. Kuusalu,,,1365,,,,
308,2073,2073-r,8,,2/4 2/4 2/4 2/4 2/4 3/4 2/4 2/4,Lääne-Nigula,,,,,,,,,2073. Lääne-Nigula,,,1365,,,,
,2074,2074-r,8,,2/4,Suure-Jaani,,,,,,,,,2074. Suure-Jaani,,,1365,,,,
,2075,2075-r,4,,2/4,Türi,,,,,,,,,2075. Türi,,,1365,,,,
,2076,2076-r,8,1/8,2/4,Paistu,,,,,,,,,2076. Paistu,,,1365,,,,
,2077,2077-r,4,,2/4,Türi,,,,,,,,,2077. Türi,,,1365,,,,
309,2078,2078-r,8,,2/4,Pilistvere,,,,,,,,,2078. Pilistvere,,,1365,,,,
,2079,2079-r,8,,2/4,Kuusalu,,,,,,,,,2079. Kuusalu,,,1365,,,,
,2080,2080-r,8,,2/4,Räpina,,,,,,,,,2080. Räpina,,,1365,,,,
,2081,2081-r,8,,2/4,Kuusalu,,,,,,,,,2081. Kuusalu,,,1365,,,,
310,2082,2082-r,8,,2/4,Rõuge,,,,,,,,,2082. Rõuge,,,1365,,,,
,2083,2083-r,8,,2/4,Rõuge,1909,,,,,,,,"2083. Rõuge, 1909",,,1365,,,,
,2084,2084-r,8,,2/4,Kose,,,,,,,,,2084. Kose,,,1365,,,,
,2085,2085-r,8,1/8,2/4,Koeru,,,,,,,,,2085. Koeru,,,1365,,,,
311,2086,2086-r,7,,2/4,,,,,,,,,,2086. ,,,1365,,,,
,2087,2087-r,16,,2/4,Risti,,,,,,,,,2087. Risti,,,1365,,,,
,2088,2088-r,9,,2/4,Paistu,,,,,,,,,2088. Paistu,,,1365,,,,
312,2089,2089-r,9,,2/4,Viljandi kih,,,,,,,,,2089. Viljandi kih,,,1365,,,,
,2090,2090-r,8,,2/4,Puhja,,,,,,,,,2090. Puhja,,,1365,,,,
,2091,2091-r,8,,2/4,Hargla,,,,,,,,,2091. Hargla,,,1365,,,,
,2092,2092-r,8,,2/4,Räpina,,,,,,,,,2092. Räpina,,,1365,,,,
313,2093,2093-r,8,,2/4,Koeru ja Järva-Jaani,,,,,,,,,2093. Koeru ja Järva-Jaani,,,1365,,,,
,2094,2094-r,4,,2/4,Järva-Madise,,,,,,,,,2094. Järva-Madise,,,1365,,,,
,2095,2095-r,4,,2/4,Kodavere,,,,,,,,,2095. Kodavere,,,1365,,,,
,2096,2096-r,8,,2/4,Kambja,,,,,,,,,2096. Kambja,,,1365,,,,
,2097,2097-r,8,,2/4,Rõngu,,,,,,,,,2097. Rõngu,,,1365,,,,
314,2098,2098-r,8,,2/4,Pärnu-Häädemeeste,,,,,,,,,2098. Pärnu-Häädemeeste,,,1365,,,,
,2099,2099-r,8,,2/4,Torma-Lohusoo,,,,,,,,,2099. Torma-Lohusoo,,,1365,,,,
,2100,2100-r,8,,2/4,Torma-Lohusoo,,,,,,,,,2100. Torma-Lohusoo,,,1365,,,,
,2101,2101-r,6,,2/4,,,,,,,,,,2101. ,,,1365,,,,
315,2102,2102-r,9,,2/4,Rõuge,1874,,,,,,,,"2102. Rõuge, 1874",,,1365,,,,
,2103,2103-r,8,,2/4,Paistu,,,,,,,,,2103. Paistu,,,1365,,,,
,2104,2104-r,8,,2/4,Rõngu,,,,,,,,,2104. Rõngu,,,1365,,,,
316,2105,2105-r,6,,2/4,,,,,,,,,,2105. ,,,1365,,,,
,2106,2106-r,8,,2/4,Vändra,,,,,,,,,2106. Vändra,,,1365,,,,
,2107,2107-r,5,,2/4,Helme,,,,,,,,,2107. Helme,,,1365,,,,
,2108,2108-r,5,,2/4,Otepää,,,,,,,,,2108. Otepää,,,1365,,,,
,2109,2109-r,8,,2/4 2/4 2/4 2/4 2/4 3/4 2/4 3/4,Räpina,,,,,,,,,2109. Räpina,,,1365,,,,
317,2110,2110-r,5,,2/4,Kodavere,,,,,,,,,2110. Kodavere,,,1365,,,,
,2111,2111-r,5,,2/4,Rõuge,,,,,,,,,2111. Rõuge,,,1365,,,,
,2112,2112-r,6,,2/4 2/4 2/4 2/4 3/4 2/4 3/4,Räpina,1888,,,,,,,,"2112. Räpina, 1888",,,1365,,,,
,2113,2113-r,8,,2/4,Sangaste,1889,,,,,,,,"2113. Sangaste, 1889",,,1365,,,,
,2114,2114-r,8,,2/4,Karksi,,,,,,,,,2114. Karksi,,,1365,,,,
318,2115,2115-r,8,,2/4,Tartu-Maarja,,,,,,,,,2115. Tartu-Maarja,,,1365,,,,
,2116,2116-r,8,,2/4,Kuusalu,,,,,,,,,2116. Kuusalu,,,1365,,,,
,2117,2117-r,8,,2/4,Räpina,,,,,,,,,2117. Räpina,,,1365,,,,
,2118,2118-r,10,,2/4,Kambja,,,,,,,,,2118. Kambja,,,1365,,,,
319,2119,2119-r,8,,2/4,Järvamaa,,,,,,,,,2119. Järvamaa,,,1365,,,,
,2120,2120-r,8,1/8,2/4,Koeru ja Järva-Jaani,,,,,,,,,2120. Koeru ja Järva-Jaani,,,1365,,,,
,2121,2121-r,4,,2/4,Karula,1877,,,,,,,,"2121. Karula, 1877",,,1365,,,,
,2122,2122-r,9,,2/4,Türi,,,,,,,,,2122. Türi,,,1365,,,,
,2123,2123-r,5,,2/4,Saarde,,,,,,,,,2123. Saarde,,,1365,,,,
320,2124,2124-r,8,,2/4,Maarja-Magdaleena,,,,,,,,,2124. Maarja-Magdaleena,,,1365,,,,
,2125,2125-r,8,,2/4,Halliste,,,,,,,,,2125. Halliste,,,1365,,,,
,2126,2126-r,8,,2/4,Vändra,1893,,,,,,,,"2126. Vändra, 1893",,,1365,,,,
,2127,2127-r,8,,2/4,Rõuge,1899,,,,,,,,"2127. Rõuge, 1899",,,1365,,,,
321,2128,2128-r,8,,2/4,Rõuge,,,,,,,,,2128. Rõuge,,,1365,,,,
,2129,2129-r,6,,5/4 5/4 2/4 2/4 2/4 2/4,Lohusuu,,,,,,,,,2129. Lohusuu,,,1365,,,,
,2130,2130-r,14,,3/4,Helme,,,,,,,,,2130. Helme,,,1365,,,,
322,2131,2131-r,8,,3/4,Vändra,,,,,,,,,2131. Vändra,,,1365,,,,
,2132,2132-r,4,,3/4,Koeru ja Järva-Jaani,,,,,,,,,2132. Koeru ja Järva-Jaani,,,1365,,,,
,2133,2133-r,9,,3/4,Ridala,,,,,,,,,2133. Ridala,,,1365,,,,
,2134,2134-r,8,1/8,3/4,Sangaste,,,,,,,,,2134. Sangaste,,,1365,,,,
323,2135,2135-r,3,,3/4,,,,,,,,,,2135. ,,,1365,,,,
,2136,2136-r,10,,3/4 3/4 3/4 3/4 2/4 2/4 2/4 2/4 2/4 2/4,Puhja,,,,,,,,,2136. Puhja,,,1365,,,,
,2137,2137-r,6,,2/4,Räpina,,,,,,,,,2137. Räpina,,,1365,,,,
,2138,2138-r,4,,3/4,Hargla,,,,,,,,,2138. Hargla,,,1365,,,,
,2139,2139-r,2,,3/4,Rõngu,,,,,,,,,2139. Rõngu,,,1365,,,,
324,2140,2140-r,2,,3/4,Hargla,,,,,,,,,2140. Hargla,,,1365,,,,
,2141,2141-r,4,,3/4,Puugnitsa,1877,,,,,,,,"2141. Puugnitsa, 1877",,,1365,,,,
,2142,2142-r,5,,3/4,Räpina,,,,,,,,,2142. Räpina,,,1365,,,,
,2143,2143-r,2,,3/4,Puugnitsa,1877,,,,,,,,"2143. Puugnitsa, 1877",,,1365,,,,
,2144,2144-r,4,,3/4,Hargla,,,,,,,,,2144. Hargla,,,1365,,,,
325,2145,2145-r,4,,3/4,Räpina,,,,,,,,,2145. Räpina,,,1365,,,,
,2146,2146-r,4,,3/4,Hargla,,,,,,,,,2146. Hargla,,,1365,,,,
,2147,2147-r,4,,3/4,Hargla ja Urvaste,,,,,,,,,2147. Hargla ja Urvaste,,,1365,,,,
,2148,2148-r,4,,3/4,Sangaste,,,,,,,,,2148. Sangaste,,,1365,,,,
326,2149,2149-r,4,,3/4 3/4 2/4 3/4,Sangaste,,,,,,,,,2149. Sangaste,,,1365,,,,
,2150,2150-r,4,,3/4 3/4 2/4 3/4,Sangaste,,,,,,,,,2150. Sangaste,,,1365,,,,
,2151,2151-r,4,,3/4,Karula,,,,,,,,,2151. Karula,,,1365,,,,
,2152,2152-r,3,,3/4 3/4 5/4,Vastseliina,1877,,,,,,,,"2152. Vastseliina, 1877",,,1365,,,,
327,2153,2153-r,4,,3/4,Hargla ja Sangaste,,,,,,,,,2153. Hargla ja Sangaste,,,1365,,,,
,2154,2154-r,4,,2/4,Sangaste,,,,,,,,,2154. Sangaste,,,1365,,,,
,2155,2155-r,4,,2/4,Alatskivi,,,,,,,,,2155. Alatskivi,,,1365,,,,
,2156,2156-r,4,,2/4,Hargla,,,,,,,,,2156. Hargla,,,1365,,,,
,2157,2157-r,8,,2/4,Sangaste,1877,,,,,,,,"2157. Sangaste, 1877",,,1365,,,,
,2158,2158-r,4,,2/4,Rõngu,,,,,,,,,2158. Rõngu,,,1365,,,,
328,2159,2159-r,4,,2/4,Sangaste,1877,,,,,,,,"2159. Sangaste, 1877",,,1365,,,,
,2160,2160-r,4,,2/4,Karula,,,,,,,,,2160. Karula,,,1365,,,,
,2161,2161-r,4,,2/4,Rõngu,,,,,,,,,2161. Rõngu,,,1365,,,,
,2162,2162-r,4,,2/4,Karula,,,,,,,,,2162. Karula,,,1365,,,,
,2163,2163-r,5,,2/4,Karula,,,,,,,,,2163. Karula,,,1365,,,,
,2164,2164-r,4,,2/4,Sangaste,,,,,,,,,2164. Sangaste,,,1365,,,,
,2165,2165-r,4,,2/4,Hargla,,,,,,,,,2165. Hargla,,,1365,,,,
,2166,2166-r,4,,2/4,Otepää,,,,,,,,,2166. Otepää,,,1365,,,,
329,2167,2167-r,8,,2/4,Sangaste,,,,,,,,,2167. Sangaste,,,1365,,,,
,2168,2168-r,8,,2/4,Sangaste,,,,,,,,,2168. Sangaste,,,1365,,,,
,2169,2169-r,4,,2/4,Otepää,,,,,,,,,2169. Otepää,,,1365,,,,
,2170,2170-r,4,,3/8 2/4 3/8 2/4,Põlva,,,,,,,,,2170. Põlva,,,1365,,,,
,2171,2171-r,4,,2/4,Sangaste,,,,,,,,,2171. Sangaste,,,1365,,,,
,2172,2172-r,4,,2/4,Setumaa,,,,,,,,,2172. Setumaa,,,1365,,,,
330,2173,2173-r,3,,C,Kursi ja Võnnu,,,,,,,,,2173. Kursi ja Võnnu,,,1365,,,,
,2174,2174-r,4,,2/4,Alatskivi,,,,,,,,,2174. Alatskivi,,,1365,,,,
,2175,2175-r,6,,2/4,Rõngu,,,,,,,,,2175. Rõngu,,,1365,,,,
,2176,2176-r,8,,2/4,Simuna,,,,,,,,,2176. Simuna,,,1365,,,,
,2177,2177-r,3,,2/4 2/4 3/4,Sangaste,,,,,,,,,2177. Sangaste,,,1365,,,,
,2178,2178-r,4,,2/4,Kodavere,,,,,,,,,2178. Kodavere,,,1365,,,,
331,2179,2179-r,4,,2/4 2/4 3/4 3/4,Laiuse,,,,,,,,,2179. Laiuse,,,1365,,,,
,2180,2180-r,8,,2/4,Põltsamaa,,,,,,,,,2180. Põltsamaa,,,1365,,,,
,2181,2181-r,4,,2/4,Kolga-Jaani,,,,,,,,,2181. Kolga-Jaani,,,1365,,,,
,2182,2182-r,4,,2/4,Pilistvere,,,,,,,,,2182. Pilistvere,,,1365,,,,
,2183,2183-r,6,,2/4,Karksi,,,,,,,,,2183. Karksi,,,1365,,,,
,2184,2184-r,4,,2/4 2/4 3/4 3/4,Pilistvere,,,,,,,,,2184. Pilistvere,,,1365,,,,
332,2185,2185-r,4,,2/4,Kodavere,,,,,,,,,2185. Kodavere,,,1365,,,,
,2186,2186-r,4,,2/4 2/4 3/4 3/4,Pilistvere,,,,,,,,,2186. Pilistvere,,,1365,,,,
,2187,2187-r,4,,2/4,Laiuse,,,,,,,,,2187. Laiuse,,,1365,,,,
,2188,2188-r,8,,2/4 2/4 2/4 2/4 5/8 2/4 2/4 2/4,Karula,,,,,,,,,2188. Karula,,,1365,,,,
,2189,2189-r,8,,2/4,Hargla,,,,,,,,,2189. Hargla,,,1365,,,,
,2190,2190-r,4,,2/4,Otepää,,,,,,,,,2190. Otepää,,,1365,,,,
333,2191,2191-r,8,,2/4 2/4 3/4 3/4 2/4 2/4 3/4 3/4,Koeru,,,,,,,,,2191. Koeru,,,1365,,,,
,2192,2192-r,8,,2/4,Hargla,,,,,,,,,2192. Hargla,,,1365,,,,
,2193,2193-r,8,,2/4,,,,,,,,,,2193. ,,,1365,,,,
,2194,2194-r,4,,2/4,Tarvastu,,,,,,,,,2194. Tarvastu,,,1365,,,,
,2195,2195-r,4,,2/4,Tartu,,,,,,,,,2195. Tartu,,,1365,,,,
334,2196,2196-r,4,,2/4,Sangaste,,,,,,,,,2196. Sangaste,,,1365,,,,
,2197,2197-r,8,,2/4,Urvaste,,,,,,,,,2197. Urvaste,,,1365,,,,
,2198,2198-r,4,,2/4,Valguta,,,,,,,,,2198. Valguta,,,1365,,,,
,2199,2199-r,4,,2/4,Paistu,,,,,,,,,2199. Paistu,,,1365,,,,
,2200,2200-r,4,,2/4,Rõuge,,,,,,,,,2200. Rõuge,,,1365,,,,
,2201,2201-r,4,,2/4,Pilistvere,,,,,,,,,2201. Pilistvere,,,1365,,,,
,2202,2202-r,4,,2/4 2/4 3/4 3/4,Maarja-Magdaleena,,,,,,,,,2202. Maarja-Magdaleena,,,1365,,,,
335,2203,2203-r,4,,2/4,Karula,,,,,,,,,2203. Karula,,,1365,,,,
,2204,2204-r,4,,2/4,Setumaa,,,,,,,,,2204. Setumaa,,,1365,,,,
,2205,2205-r,8,,2/4,,,,,,,,,,2205. ,,,1365,,,,
,2206,2206-r,8,,2/4,Hargla,,,,,,,,,2206. Hargla,,,1365,,,,
,2207,2207-r,4,,2/4,Lutsi,,,,,,,,,2207. Lutsi,,,1365,,,,
,2208,2208-r,11,1/8,2/4,Rõuge,,,,,,,,,2208. Rõuge,,,1365,,,,
336,2209,2209-r,4,,2/4,Karula,,,,,,,,,2209. Karula,,,1365,,,,
,2210,2210-r,4,,2/4,Kolga-Jaani,,,,,,,,,2210. Kolga-Jaani,,,1365,,,,
,2211,2211-r,9,,2/4,Jõhvi,,,,,,,,,2211. Jõhvi,,,1365,,,,
,2212,2212-r,8,,2/4,,,,,,,,,,2212. ,,,1365,,,,
